state,locality_type,household_size,income_bracket,e-literacy_level,total_devices_owned,avg_device_age_years,broken_devices_stored,upgrade_tendency,disposal_method,recycling_awareness,ewaste_kg_per_year
Andhra Pradesh,Urban,6,Middle,Basic,10,4.4,0,Medium,Sold to Kabadiwala/Scrap Dealer,Low,2.83
Haryana,Urban,6,Low,Basic,11,6.2,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.38
Jharkhand,Rural,5,Low,Basic,4,7.0,0,Low,Gave away for reuse,Low,0.34
Punjab,Urban,4,Upper-Middle,Basic,12,2.8,1,High,Thrown in General Trash,Low,6.18
Jharkhand,Rural,8,Low,Basic,4,8.7,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Gujarat,Rural,6,Middle,Basic,12,5.3,1,Low,Gave away for reuse,Low,0.69
Madhya Pradesh,Urban,5,Middle,Intermediate,12,4.4,0,Medium,Sold to Kabadiwala/Scrap Dealer,Medium,3.69
Andhra Pradesh,Urban,7,Low,Basic,8,5.6,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.96
West Bengal,Urban,6,Low,Basic,6,6.2,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Odisha,Urban,6,Middle,Basic,8,3.8,0,Medium,Stored Indefinitely,High,0.0
Gujarat,Urban,5,Upper-Middle,Advanced,13,3.5,1,High,Sold to Kabadiwala/Scrap Dealer,Low,5.82
Rajasthan,Rural,5,Middle,Basic,8,6.1,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.05
Kerala,Urban,5,Low,Basic,10,7.9,1,Low,Thrown in General Trash,Low,0.05
Kerala,Urban,7,Low,Basic,11,6.4,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.3
Maharashtra,Urban,3,Upper-Middle,Intermediate,20,3.8,0,High,Sold to Kabadiwala/Scrap Dealer,Low,10.77
Rajasthan,Rural,2,High,Basic,14,4.0,0,Medium,Sold to Kabadiwala/Scrap Dealer,Low,4.26
Telangana,Urban,6,Low,Basic,9,7.2,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Gujarat,Rural,4,High,Basic,29,4.1,1,Medium,Sold to Kabadiwala/Scrap Dealer,Low,8.08
Tamil Nadu,Urban,4,High,Advanced,24,3.0,0,High,Thrown in General Trash,High,13.06
Bihar,Rural,4,Middle,Basic,7,6.9,1,Low,Gave away for reuse,Low,0.0
Uttar Pradesh,Rural,3,Upper-Middle,Basic,9,4.4,0,Medium,Sold to Kabadiwala/Scrap Dealer,Low,1.96
Madhya Pradesh,Urban,3,Upper-Middle,Intermediate,17,3.4,0,High,Sold to Kabadiwala/Scrap Dealer,Low,7.3
Karnataka,Rural,6,Low,Basic,4,7.5,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Andhra Pradesh,Urban,6,Low,Basic,5,5.7,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Odisha,Urban,6,Low,Basic,6,6.7,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Andhra Pradesh,Urban,5,Middle,Basic,10,3.6,1,Medium,Formal E-Waste Collection,High,2.99
Karnataka,Urban,5,Upper-Middle,Intermediate,14,3.0,1,High,Sold to Kabadiwala/Scrap Dealer,Medium,6.24
Odisha,Rural,4,Middle,Basic,9,7.0,0,Low,Formal E-Waste Collection,Low,0.73
Haryana,Urban,5,Low,Basic,6,7.7,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Tamil Nadu,Rural,8,Low,Basic,6,7.8,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.33
Madhya Pradesh,Urban,8,Low,Basic,5,6.2,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.51
Haryana,Urban,5,Low,Basic,11,7.5,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.81
Punjab,Urban,6,Middle,Intermediate,13,4.6,2,Medium,Sold to Kabadiwala/Scrap Dealer,Low,1.66
Maharashtra,Rural,8,Low,Basic,5,7.1,1,Low,Gave away for reuse,Low,0.0
Uttar Pradesh,Urban,5,Low,Basic,9,5.2,0,Low,Stored Indefinitely,Low,0.0
Madhya Pradesh,Urban,8,Low,Basic,5,5.2,1,Low,Stored Indefinitely,Low,0.0
Rajasthan,Urban,8,Low,Basic,7,7.8,1,Low,Formal E-Waste Collection,Low,0.0
Odisha,Rural,4,Middle,Basic,7,6.9,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
West Bengal,Urban,4,Upper-Middle,Advanced,14,3.0,0,Medium,Sold to Kabadiwala/Scrap Dealer,Medium,4.75
Jharkhand,Urban,6,Low,Basic,7,6.2,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Telangana,Rural,4,Upper-Middle,Basic,15,4.1,0,Medium,Sold to Kabadiwala/Scrap Dealer,Low,3.18
Andhra Pradesh,Rural,5,Middle,Basic,7,5.3,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.79
Odisha,Rural,6,Low,Basic,4,8.0,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.37
West Bengal,Rural,6,Low,Basic,4,7.3,1,Low,Gave away for reuse,Low,0.0
Jharkhand,Urban,4,High,Advanced,33,2.8,1,High,Formal E-Waste Collection,High,21.2
Kerala,Rural,5,Middle,Basic,4,5.8,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.37
Madhya Pradesh,Urban,5,Low,Basic,11,7.2,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.81
Jharkhand,Urban,4,Upper-Middle,Intermediate,13,3.1,1,Medium,Sold to Kabadiwala/Scrap Dealer,Medium,4.22
Kerala,Rural,6,Middle,Basic,4,5.9,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Maharashtra,Urban,8,Low,Basic,7,7.4,3,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Andhra Pradesh,Rural,6,Middle,Basic,10,6.1,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,1.12
Jharkhand,Rural,5,Low,Basic,5,7.6,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.4
Gujarat,Rural,4,Upper-Middle,Basic,9,4.0,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.65
West Bengal,Urban,4,Upper-Middle,Intermediate,12,3.1,0,High,Sold to Kabadiwala/Scrap Dealer,High,6.36
Jharkhand,Urban,5,Middle,Intermediate,13,3.7,0,Medium,Sold to Kabadiwala/Scrap Dealer,Low,4.01
Tamil Nadu,Urban,4,Upper-Middle,Intermediate,18,3.5,0,High,Formal E-Waste Collection,Medium,8.83
Gujarat,Rural,4,Upper-Middle,Basic,16,4.3,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,1.88
Delhi,Urban,5,Upper-Middle,Advanced,12,2.7,1,Medium,Sold to Kabadiwala/Scrap Dealer,Medium,4.35
Uttar Pradesh,Urban,7,Low,Basic,6,6.4,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
West Bengal,Urban,5,Middle,Basic,10,4.8,0,Medium,Sold to Kabadiwala/Scrap Dealer,High,2.34
Kerala,Rural,3,Upper-Middle,Basic,9,4.3,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,1.35
Punjab,Urban,7,Low,Basic,5,6.2,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Gujarat,Rural,4,Middle,Basic,6,7.0,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.55
Telangana,Rural,8,Low,Basic,4,7.0,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Punjab,Rural,5,Low,Basic,4,7.6,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Karnataka,Rural,6,Low,Basic,4,7.4,1,Low,Thrown in General Trash,Low,0.0
Punjab,Urban,6,Middle,Basic,12,4.0,0,Medium,Stored Indefinitely,Medium,0.0
Rajasthan,Rural,6,Low,Basic,5,8.6,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Gujarat,Rural,6,Low,Basic,4,6.9,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.4
Andhra Pradesh,Urban,5,Middle,Intermediate,12,4.5,0,Medium,Sold to Kabadiwala/Scrap Dealer,Low,3.14
Bihar,Urban,8,Low,Basic,8,6.1,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.08
West Bengal,Urban,6,Middle,Basic,14,4.8,1,Medium,Thrown in General Trash,Low,1.98
Uttar Pradesh,Rural,3,Upper-Middle,Basic,11,4.5,0,Medium,Sold to Kabadiwala/Scrap Dealer,Low,3.29
Kerala,Rural,6,Middle,Basic,4,7.0,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.31
Tamil Nadu,Rural,5,Upper-Middle,Basic,12,4.2,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,1.31
Odisha,Rural,8,Low,Basic,6,9.4,0,Low,Thrown in General Trash,Low,0.35
Odisha,Urban,4,Middle,Intermediate,12,5.0,0,Medium,Sold to Kabadiwala/Scrap Dealer,Low,2.96
Punjab,Rural,7,Low,Basic,4,6.9,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Gujarat,Rural,8,Low,Basic,4,8.3,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.34
Telangana,Urban,6,Middle,Basic,15,4.0,2,Medium,Thrown in General Trash,Medium,2.9
Andhra Pradesh,Urban,5,Low,Basic,9,5.2,1,Low,Stored Indefinitely,Low,0.0
Andhra Pradesh,Urban,5,Low,Basic,9,6.4,1,Low,Thrown in General Trash,Low,0.16
Karnataka,Urban,5,Low,Basic,11,6.2,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.36
Jharkhand,Urban,6,Low,Basic,6,5.9,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.51
Punjab,Rural,8,Low,Basic,4,7.6,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.27
Karnataka,Urban,6,Low,Basic,10,7.9,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.98
Odisha,Urban,5,Low,Basic,11,7.2,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,1.13
Tamil Nadu,Urban,5,Low,Basic,10,7.0,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.16
Maharashtra,Rural,7,Low,Basic,4,8.3,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Maharashtra,Rural,6,Middle,Basic,4,5.2,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.56
Rajasthan,Rural,6,Middle,Basic,5,6.1,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Jharkhand,Urban,6,Middle,Basic,15,3.9,1,Medium,Formal E-Waste Collection,Medium,4.16
Tamil Nadu,Rural,5,Low,Basic,6,7.9,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Bihar,Rural,6,Low,Basic,5,8.6,2,Low,Stored Indefinitely,Low,0.0
Delhi,Urban,3,Upper-Middle,Advanced,13,3.0,0,Medium,Gave away for reuse,Medium,4.62
Telangana,Urban,5,Middle,Intermediate,8,5.4,1,Medium,Stored Indefinitely,Medium,0.0
Odisha,Rural,6,Middle,Basic,11,5.9,0,Low,Thrown in General Trash,Low,1.09
Gujarat,Urban,6,Middle,Basic,8,4.0,2,Medium,Sold to Kabadiwala/Scrap Dealer,Low,0.79
Tamil Nadu,Urban,4,Middle,Basic,13,3.7,0,Medium,Thrown in General Trash,Low,4.2
Haryana,Urban,4,Middle,Basic,10,3.7,1,Medium,Sold to Kabadiwala/Scrap Dealer,Low,2.6
Telangana,Urban,6,Low,Basic,9,6.1,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.86
Gujarat,Urban,4,Middle,Intermediate,13,5.5,0,Medium,Formal E-Waste Collection,Low,3.08
Karnataka,Rural,6,Low,Basic,4,7.7,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Gujarat,Urban,6,Low,Basic,7,5.5,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Gujarat,Rural,8,Low,Basic,5,8.6,3,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Rajasthan,Urban,4,Middle,Basic,13,4.8,1,Medium,Sold to Kabadiwala/Scrap Dealer,Low,2.92
Gujarat,Urban,5,Low,Basic,6,6.0,1,Low,Gave away for reuse,Low,0.0
Andhra Pradesh,Urban,7,Low,Basic,7,7.9,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Karnataka,Rural,5,Low,Basic,8,8.9,0,Low,Gave away for reuse,Low,0.62
Rajasthan,Urban,5,Low,Basic,9,5.5,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.83
Jharkhand,Urban,5,Middle,Intermediate,9,5.2,1,Medium,Stored Indefinitely,Medium,0.0
Uttar Pradesh,Urban,8,Low,Basic,9,5.5,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.41
Uttar Pradesh,Urban,7,Low,Basic,11,7.0,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,1.06
Tamil Nadu,Rural,7,Low,Basic,4,8.6,2,Low,Gave away for reuse,Low,0.0
Kerala,Urban,7,Low,Basic,7,5.6,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.03
Tamil Nadu,Rural,5,Middle,Basic,7,5.5,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.98
Maharashtra,Rural,5,Upper-Middle,Basic,13,5.3,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,1.41
Jharkhand,Urban,8,Low,Basic,8,5.8,1,Low,Thrown in General Trash,Low,0.12
Jharkhand,Urban,6,Middle,Intermediate,14,5.1,0,Medium,Sold to Kabadiwala/Scrap Dealer,Medium,2.84
Andhra Pradesh,Rural,5,Middle,Basic,12,5.7,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.63
Rajasthan,Urban,7,Low,Basic,5,7.3,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Kerala,Rural,7,Low,Basic,5,8.8,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.35
Maharashtra,Rural,4,Middle,Basic,5,5.4,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Kerala,Rural,5,Middle,Basic,12,5.4,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.71
Madhya Pradesh,Urban,6,Low,Basic,7,6.3,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.74
Delhi,Urban,5,Low,Basic,7,5.6,0,Low,Formal E-Waste Collection,Low,0.89
Telangana,Urban,5,Middle,Basic,15,5.2,0,Medium,Thrown in General Trash,Low,3.32
Telangana,Rural,8,Low,Basic,5,8.3,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.36
Karnataka,Urban,5,Low,Basic,6,6.6,0,Low,Thrown in General Trash,Low,0.46
Uttar Pradesh,Urban,4,Middle,Intermediate,11,5.1,0,Medium,Sold to Kabadiwala/Scrap Dealer,Low,2.17
Karnataka,Urban,6,Middle,Intermediate,12,5.3,2,Medium,Thrown in General Trash,Medium,0.93
Jharkhand,Rural,5,Middle,Basic,6,5.6,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Rajasthan,Urban,5,Low,Basic,5,7.5,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.49
Telangana,Rural,7,Low,Basic,7,7.3,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Jharkhand,Rural,5,Upper-Middle,Basic,17,5.3,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,1.14
Kerala,Urban,6,Low,Basic,5,7.7,1,Low,Gave away for reuse,Low,0.0
Uttar Pradesh,Urban,6,Low,Basic,5,5.6,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Haryana,Rural,3,Upper-Middle,Basic,17,4.2,0,Medium,Sold to Kabadiwala/Scrap Dealer,Low,3.44
Maharashtra,Urban,4,Upper-Middle,Intermediate,21,3.0,1,Medium,Sold to Kabadiwala/Scrap Dealer,Medium,8.75
Haryana,Urban,4,Middle,Advanced,12,4.3,1,Medium,Formal E-Waste Collection,High,2.16
Rajasthan,Urban,6,Middle,Basic,8,4.1,0,Medium,Sold to Kabadiwala/Scrap Dealer,Medium,2.05
Bihar,Rural,6,Middle,Basic,4,5.9,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Uttar Pradesh,Urban,7,Low,Basic,8,6.4,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Tamil Nadu,Rural,4,Middle,Basic,4,5.8,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.42
Uttar Pradesh,Urban,5,Middle,Basic,10,4.2,1,Medium,Sold to Kabadiwala/Scrap Dealer,Low,1.91
Telangana,Urban,5,Middle,Advanced,15,4.2,1,Medium,Sold to Kabadiwala/Scrap Dealer,Low,4.61
Gujarat,Rural,6,Middle,Basic,5,5.2,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Rajasthan,Rural,6,Low,Basic,4,8.8,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.3
Maharashtra,Rural,4,Upper-Middle,Basic,15,5.0,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,2.27
Kerala,Urban,5,Upper-Middle,Advanced,20,3.1,0,High,Sold to Kabadiwala/Scrap Dealer,Medium,13.83
Jharkhand,Urban,6,Middle,Basic,11,4.9,1,Medium,Sold to Kabadiwala/Scrap Dealer,Medium,1.84
Haryana,Urban,5,Middle,Basic,13,3.8,1,Medium,Sold to Kabadiwala/Scrap Dealer,Low,4.36
Andhra Pradesh,Urban,3,Upper-Middle,Advanced,12,3.4,0,Medium,Sold to Kabadiwala/Scrap Dealer,Low,4.1
Karnataka,Urban,4,High,Advanced,34,1.9,1,High,Stored Indefinitely,High,0.0
Jharkhand,Rural,6,Middle,Basic,4,5.3,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.48
Kerala,Urban,7,Low,Basic,9,5.3,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Tamil Nadu,Rural,7,Low,Basic,4,6.6,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Punjab,Rural,6,Middle,Basic,4,6.0,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Haryana,Rural,3,Upper-Middle,Basic,9,4.6,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,1.41
Haryana,Urban,6,Low,Basic,9,6.9,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Kerala,Rural,5,Upper-Middle,Basic,13,5.3,0,Medium,Sold to Kabadiwala/Scrap Dealer,Low,2.65
Jharkhand,Urban,8,Low,Basic,11,6.7,3,Low,Thrown in General Trash,Low,0.0
Uttar Pradesh,Urban,8,Low,Basic,7,5.2,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.07
Jharkhand,Rural,7,Low,Basic,4,6.9,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Maharashtra,Rural,6,Middle,Basic,11,5.0,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.56
Bihar,Urban,6,Low,Basic,10,5.7,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,1.05
Andhra Pradesh,Rural,6,Middle,Basic,10,5.5,0,Low,Thrown in General Trash,Low,0.93
Bihar,Urban,6,Low,Basic,11,5.9,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.48
Karnataka,Rural,5,Middle,Basic,8,5.4,0,Low,Stored Indefinitely,Low,0.0
Delhi,Urban,3,Upper-Middle,Basic,17,3.6,0,Medium,Formal E-Waste Collection,Medium,4.49
Tamil Nadu,Urban,7,Low,Basic,5,5.7,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.41
Haryana,Urban,6,Middle,Basic,8,4.4,0,Medium,Stored Indefinitely,Low,0.0
Karnataka,Urban,5,Upper-Middle,Advanced,18,3.0,0,Medium,Sold to Kabadiwala/Scrap Dealer,Medium,6.65
Haryana,Urban,4,Middle,Intermediate,15,4.4,0,Medium,Thrown in General Trash,Medium,2.99
Uttar Pradesh,Rural,4,High,Basic,27,3.2,0,Medium,Sold to Kabadiwala/Scrap Dealer,Low,11.4
Gujarat,Urban,8,Low,Basic,8,7.9,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.55
Delhi,Urban,8,Low,Basic,7,5.7,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.02
Delhi,Urban,7,Low,Basic,8,7.1,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Uttar Pradesh,Rural,5,Low,Basic,4,7.3,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.33
Delhi,Urban,4,Middle,Intermediate,10,4.0,1,Medium,Sold to Kabadiwala/Scrap Dealer,Medium,1.39
Haryana,Urban,5,Low,Basic,5,5.8,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.44
West Bengal,Rural,4,Upper-Middle,Basic,10,4.8,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.57
Telangana,Urban,3,Upper-Middle,Intermediate,13,2.9,0,High,Sold to Kabadiwala/Scrap Dealer,Medium,6.96
Telangana,Urban,3,Upper-Middle,Intermediate,14,2.7,0,Medium,Sold to Kabadiwala/Scrap Dealer,High,6.67
Jharkhand,Rural,3,Upper-Middle,Basic,15,4.4,0,Medium,Sold to Kabadiwala/Scrap Dealer,Low,3.42
Odisha,Urban,8,Low,Basic,6,5.5,0,Low,Formal E-Waste Collection,Low,0.51
Haryana,Urban,6,Low,Basic,10,7.0,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Tamil Nadu,Urban,3,High,Advanced,18,2.1,0,High,Thrown in General Trash,High,16.61
Tamil Nadu,Rural,4,Middle,Basic,8,6.8,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Haryana,Urban,5,Low,Basic,10,5.6,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.41
Bihar,Rural,6,Middle,Basic,4,6.0,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.45
Andhra Pradesh,Urban,5,Middle,Basic,9,4.1,0,Medium,Thrown in General Trash,Low,2.39
Odisha,Rural,5,Middle,Basic,5,6.4,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.39
Andhra Pradesh,Rural,2,High,Basic,26,4.4,0,Medium,Gave away for reuse,Low,5.86
Odisha,Urban,6,Middle,Basic,9,3.9,2,Medium,Formal E-Waste Collection,Medium,1.13
Odisha,Rural,5,Middle,Basic,12,6.0,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.97
Odisha,Urban,6,Low,Basic,6,7.2,1,Low,Thrown in General Trash,Low,0.0
Karnataka,Rural,4,Middle,Basic,10,6.2,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.25
Delhi,Urban,4,Middle,Intermediate,14,4.4,0,Medium,Sold to Kabadiwala/Scrap Dealer,Medium,3.57
Gujarat,Rural,5,Low,Basic,6,9.0,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.44
Punjab,Urban,4,Middle,Intermediate,10,5.0,0,Medium,Stored Indefinitely,Medium,0.0
Haryana,Urban,6,Low,Basic,8,7.1,0,Low,Stored Indefinitely,Low,0.0
West Bengal,Urban,8,Low,Basic,10,7.8,3,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
West Bengal,Urban,3,High,Advanced,32,1.7,0,High,Sold to Kabadiwala/Scrap Dealer,High,35.39
Haryana,Rural,8,Low,Basic,4,7.8,1,Low,Thrown in General Trash,Low,0.0
Gujarat,Rural,6,Middle,Basic,10,6.2,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.96
Andhra Pradesh,Urban,3,Upper-Middle,Advanced,21,2.9,0,High,Sold to Kabadiwala/Scrap Dealer,Medium,12.36
Tamil Nadu,Urban,6,Low,Basic,11,5.6,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Gujarat,Rural,3,Upper-Middle,Basic,14,5.2,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,1.88
Delhi,Rural,3,Upper-Middle,Basic,15,4.9,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,2.23
West Bengal,Urban,5,Upper-Middle,Intermediate,15,2.9,0,Medium,Sold to Kabadiwala/Scrap Dealer,Medium,5.75
Karnataka,Rural,3,High,Basic,19,4.2,0,Medium,Sold to Kabadiwala/Scrap Dealer,Low,4.63
Gujarat,Urban,7,Low,Basic,11,7.4,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.24
Haryana,Urban,8,Low,Basic,7,5.3,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.82
West Bengal,Urban,2,High,Advanced,31,1.6,0,High,Formal E-Waste Collection,High,25.84
Odisha,Rural,6,Low,Basic,4,6.8,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.34
Madhya Pradesh,Rural,6,Middle,Basic,4,6.7,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Andhra Pradesh,Rural,5,Low,Basic,4,7.4,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Haryana,Urban,5,Upper-Middle,Advanced,12,3.7,1,Medium,Sold to Kabadiwala/Scrap Dealer,Medium,2.97
Delhi,Urban,3,Upper-Middle,Intermediate,20,2.5,0,Medium,Sold to Kabadiwala/Scrap Dealer,Medium,7.75
Andhra Pradesh,Rural,5,Upper-Middle,Basic,16,5.2,1,Low,Gave away for reuse,Low,1.04
Tamil Nadu,Rural,5,Upper-Middle,Basic,13,4.6,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,1.14
Uttar Pradesh,Rural,6,Low,Basic,4,7.9,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Delhi,Rural,6,Low,Basic,5,9.1,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Andhra Pradesh,Rural,4,Middle,Basic,9,6.6,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.11
Delhi,Urban,5,Low,Basic,5,6.8,1,Low,Formal E-Waste Collection,Low,0.0
Odisha,Rural,5,Upper-Middle,Basic,10,4.9,0,Medium,Sold to Kabadiwala/Scrap Dealer,Low,2.17
Kerala,Urban,6,Low,Basic,5,7.9,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
West Bengal,Rural,4,Upper-Middle,Basic,16,5.2,1,Medium,Sold to Kabadiwala/Scrap Dealer,Low,3.2
Odisha,Urban,6,Low,Basic,5,5.0,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Madhya Pradesh,Urban,7,Low,Basic,10,7.7,0,Low,Stored Indefinitely,Low,0.0
Punjab,Urban,8,Low,Basic,7,6.0,3,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Maharashtra,Urban,5,Middle,Basic,10,3.8,0,Medium,Sold to Kabadiwala/Scrap Dealer,High,3.46
Tamil Nadu,Rural,4,Middle,Basic,8,6.1,0,Low,Formal E-Waste Collection,Low,0.83
Maharashtra,Urban,6,Low,Basic,7,6.5,0,Low,Gave away for reuse,Low,0.76
Karnataka,Urban,2,High,Advanced,22,2.3,0,High,Formal E-Waste Collection,High,20.29
Bihar,Rural,7,Low,Basic,4,8.3,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.3
West Bengal,Urban,4,Middle,Intermediate,11,5.4,1,Medium,Sold to Kabadiwala/Scrap Dealer,Low,1.96
Bihar,Rural,7,Low,Basic,4,8.0,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Tamil Nadu,Rural,5,Upper-Middle,Basic,10,4.1,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,1.5
Punjab,Urban,4,Upper-Middle,Intermediate,14,3.5,0,High,Thrown in General Trash,Medium,6.73
